"symbol","company_name"
"ENTG","Entegris, Inc. - Common Stock"
"ENTX","Entera Bio Ltd. - Ordinary Shares"
"ENV","Envestnet, Inc Common Stock"
"ENVA","Enova International, Inc. Common Stock"
"ENVB","Enveric Biosciences, Inc.  - Common Stock"
"ENVI","Environmental Impact Acquisition Corp. - Class A Common Stock"
"ENX","Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value"
"ENZ","Enzo Biochem, Inc. Common Stock ($0.01 Par Value)"
"EOD","Wells Fargo Global Dividend Opportunity Fund"
"EOG","EOG Resources, Inc. Common Stock"
"EOI","Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest"
"EOLS","Evolus, Inc. - Common Stock"
"EOS","Eaton Vance Enhance Equity Income Fund II Common Stock"
"EOSE","Eos Energy Enterprises, Inc. - Common Stock"
"EOT","Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST"
"EPAC","Enerpac Tool Group Corp. Common Stock"
"EPAM","EPAM Systems, Inc. Common Stock"
"EPAY","Bottomline Technologies, Inc. - Common Stock"
"EPC","Edgewell Personal Care Company Common Stock"
"EPD","Enterprise Products Partners L.P. Common Stock"
"EPHY","Epiphany Technology Acquisition Corp. - Class A Common Stock"
"EPIX","ESSA Pharma Inc. - Common Stock"
"EPM","Evolution Petroleum Corporation, Inc. Common Stock"
"EPR","EPR Properties Common Stock"
"EPRT","Essential Properties Realty Trust, Inc. Common Stock"
"EPSN","Epsilon Energy Ltd. - Common Shares"
"EPWR","Empowerment & Inclusion Capital I Corp. Class A Common Stock"
"EPZM","Epizyme, Inc. - Common Stock"
"EQ","Equillium, Inc. - Common Stock"
"EQBK","Equity Bancshares, Inc. - Class A Common Stock"
"EQC","Equity Commonwealth Common Shares of Beneficial Interest"
"EQD","Equity Distribution Acquisition Corp. Class A Common Stock"
"EQH","Equitable Holdings, Inc. Common Stock"
"EQHA","EQ Health Acquisition Corp. Class A Common Stock"
"EQIX","Equinix, Inc. - Common Stock"
"EQNR","Equinor ASA"
"EQOS","Diginex Limited - Ordinary Shares"
"EQR","Equity Residential Common Shares of Beneficial Interest"
"EQS","Equus Total Return, Inc. Common Stock"
"EQT","EQT Corporation Common Stock"
"EQX","Equinox Gold Corp. Common Shares"
"ERC","Wells Fargo Multi-Sector Income Fund Common Stock, no par value"
"ERES","East Resources Acquisition Company - Class A Common Stock"
"ERF","Enerplus Corporation Common Stock"
"ERH","Wells Fargo Utilities and High Income Fund"
"ERIC","Ericsson - American Depositary Shares each representing 1 underlying Class B share"
"ERIE","Erie Indemnity Company - Class A Common Stock"
"ERII","Energy Recovery, Inc. - Common Stock"
"ERJ","Embraer S.A. Common Stock"
"ERYP","Erytech Pharma S.A. - American Depositary Shares"
"ES","Eversource Energy (D/B/A) Common Stock"
"ESBA","Empire State Realty OP, L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests"
"ESBK","Elmira Savings Bank NY (The) - Common Stock"
"ESCA","Escalade, Incorporated - Common Stock"
"ESE","ESCO Technologies Inc. Common Stock"
"ESEA","Euroseas Ltd. - Common Stock"
"ESGC","Eros STX Global Corporation A Ordinary Shares"
"ESGR","Enstar Group Limited - Ordinary Shares"
"ESGRO","Enstar Group Limited - Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares, Series E"
"ESGRP","Enstar Group Limited - Depositary Shares Each Representing 1/1000th of an interest in Preference Shares"
"ESI","Element Solutions Inc. Common Stock"
"ESLT","Elbit Systems Ltd. - Ordinary Shares"
"ESM","ESM Acquisition Corporation Class A Ordinary Shares"
"ESNT","Essent Group Ltd. Common Shares"
"ESP","Espey Mfg. & Electronics Corp. Common Stock"
"ESPR","Esperion Therapeutics, Inc. - Common Stock"
"ESQ","Esquire Financial Holdings, Inc. - Common Stock"
"ESRT","Empire State Realty Trust, Inc. Class A Common Stock"
"ESS","Essex Property Trust, Inc. Common Stock"
"ESSA","ESSA Bancorp, Inc. - common stock"
"ESSC","East Stone Acquisition Corporation - Ordinary Shares"
"ESSCR","East Stone Acquisition Corporation - Right"
"ESTA","Establishment Labs Holdings Inc. - Common Shares"
"ESTC","Elastic N.V. Ordinary Shares"
"ESTE","Earthstone Energy, Inc. Class A Common Stock"
"ESXB","Community Bankers Trust Corporation. - Common Stock"
"ET","Energy Transfer LP Common Units "
"ETAC","E.Merge Technology Acquisition Corp. - Class A Common stock"
"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest"
"ETG","Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest"
"ETH","Ethan Allen Interiors Inc. Common Stock"
"ETJ","Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest"
"ETN","Eaton Corporation, PLC Ordinary Shares"
"ETNB","89bio, Inc. - Common Stock"
"ETO","Eaton Vance Tax-Advantage Global Dividend Opp Common Stock"
"ETON","Eton Pharmaceuticals, Inc. - Common Stock"
"ETR","Entergy Corporation Common Stock"
"ETRN","Equitrans Midstream Corporation Common Stock "
"ETSY","Etsy, Inc. - Common Stock"
"ETTX","Entasis Therapeutics Holdings Inc. - Common Stock"
"ETV","Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest"
"ETW","Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest"
"ETWO","E2open Parent Holdings, Inc.Class A Common Stock"
"ETX","Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest"
"ETY","Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,"
"EUCR","Eucrates Biomedical Acquisition Corp. - Ordinary Shares"
"EUFX","ProShares Short Euro"
"EURN","Euronav NV Ordinary Shares"
"EUSG","European Sustainable Growth Acquisition Corp. - Class A Ordinary Shares"
"EVA","Enviva Partners, LP Common units representing limited partner interests"
"EVAX","Evaxion Biotech A/S - American Depositary Share"
"EVBG","Everbridge, Inc. - Common Stock"
"EVBN","Evans Bancorp, Inc. Common Stock"
"EVC","Entravision Communications Corporation Common Stock"
"EVER","EverQuote, Inc. - Class A Common Stock"
"EVF","Eaton Vance Senior Income Trust Common Stock"
"EVFM","Evofem Biosciences, Inc. - Common Stock"
"EVG","Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest"
"EVGBC","Eaton Vance Global Income Builder NextShares"
"EVGN","Evogene Ltd. - Ordinary Shares"
"EVH","Evolent Health, Inc Class A Common Stock"
"EVI","EVI Industries, Inc.  Common Stock"
"EVK","Ever-Glory International Group, Inc. - Common Stock"
"EVLMC","Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShares"
"EVLO","Evelo Biosciences, Inc. - Common Stock"
"EVM","Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value"
"EVN","Eaton Vance Municipal Income Trust Common Stock"
"EVOJ","Evo Acquisition Corp. - Class A Common stock"
"EVOK","Evoke Pharma, Inc. - Common Stock"
"EVOL","Evolving Systems, Inc. - Common Stock"
"EVOP","EVO Payments, Inc. - Class A Common Stock"
"EVR","Evercore Inc. Class A Common Stock"
"EVRG","Evergy, Inc. Common Stock"
"EVRI","Everi Holdings Inc. Common Stock"
"EVSTC","Eaton Vance Stock NextShares"
"EVT","Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest"
"EVTC","Evertec, Inc. Common Stock"
"EVV","Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest"
"EVY","Eaton Vance New York Municipal Income Trust Shares of Beneficial Interest"
"EW","Edwards Lifesciences Corporation Common Stock"
"EWBC","East West Bancorp, Inc. - Common Stock"
"EWTX","Edgewise Therapeutics, Inc. - Common Stock"
"EXAS","Exact Sciences Corporation - Common Stock"
"EXC","Exelon Corporation - Common Stock"
"EXD","Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest"
"EXEL","Exelixis, Inc. - Common Stock"
"EXFO","EXFO Inc - Subordinate Voting Shares"
"EXG","Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest"
"EXK","Endeavour Silver Corporation Ordinary Shares (Canada)"
"EXLS","ExlService Holdings, Inc. - Common Stock"
"EXN","Excellon Resources Inc. Common Shares"
"EXP","Eagle Materials Inc Common Stock"
"EXPD","Expeditors International of Washington, Inc. - Common Stock"
"EXPE","Expedia Group, Inc. - Common Stock"
"EXPI","eXp World Holdings, Inc. - Common Stock"
"EXPO","Exponent, Inc. - Common Stock"
"EXPR","Express, Inc. Common Stock"
"EXR","Extra Space Storage Inc Common Stock"
"EXTN","Exterran Corporation Common Stock"
"EXTR","Extreme Networks, Inc. - Common Stock"
"EYE","National Vision Holdings, Inc. - Common Stock"
"EYEG","Eyegate Pharmaceuticals, Inc. - Common Stock"
"EYEN","Eyenovia, Inc. - Common Stock"
"EYES","Second Sight Medical Products, Inc. - Common Stock"
"EYESW","Second Sight Medical Products, Inc. - Warrants expiring 3/14/2024"
"EYPT","EyePoint Pharmaceuticals, Inc. - Common Stock"
"EZGO","EZGO Technologies Ltd. - Ordinary Shares"
"EZPW","EZCORP, Inc. - Class A Non-Voting Common Stock"
"F","Ford Motor Company Common Stock"
"FACA","Figure Acquisition Corp. I Class A Common Stock"
"FACT","Freedom Acquisition I Corp. Class A Ordinary Shares"
"FAF","First American Corporation (New) Common Stock"
"FAII","Fortress Value Acquisition Corp. II Class A Common Stock"
"FAM","First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest"
"FAMI","Farmmi, INC. - Ordinary Shares"
"FANG","Diamondback Energy, Inc. - Commmon Stock"
"FANH","Fanhua Inc. - American depositary shares, each representing 20 ordinary shares"
"FARM","Farmer Brothers Company - Common Stock"
"FARO","FARO Technologies, Inc. - Common Stock"
"FAST","Fastenal Company - Common Stock"
"FAT","FAT Brands Inc. - Common Stock"
"FATBP","FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock"
"FATE","Fate Therapeutics, Inc. - Common Stock"
"FAX","Aberdeen Asia-Pacific Income Fund Inc Common Stock"
"FB","Facebook, Inc. - Class A Common Stock"
"FBC","Flagstar Bancorp, Inc. Common Stock"
"FBGX","UBS AG FI Enhanced Large Cap Growth ETN"
"FBHS","Fortune Brands Home & Security, Inc. Common Stock"
"FBIO","Fortress Biotech, Inc. - Common Stock"
"FBIOP","Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock"
"FBIZ","First Business Financial Services, Inc. - Common Stock"
"FBK","FB Financial Corporation Common Stock"
"FBMS","The First Bancshares, Inc. - Common Stock"
"FBNC","First Bancorp - Common Stock"
"FBP","First BanCorp. New Common Stock"
"FBRX","Forte Biosciences, Inc.  - Common Stock"
"FC","Franklin Covey Company Common Stock"
"FCAC","Falcon Capital Acquisition Corp. - Class A Common Stock"
"FCAP","First Capital, Inc. - Common Stock"
"FCAX","Fortress Capital Acquisition Corp. Class A Ordinary Shares"
"FCBC","First Community Bankshares, Inc. - Common Stock"
"FCBP","First Choice Bancorp - Common Stock"
"FCCO","First Community Corporation - Common Stock"
"FCCY","1st Constitution Bancorp (NJ) - Common Stock"
"FCEL","FuelCell Energy, Inc. - Common Stock"
"FCF","First Commonwealth Financial Corporation Common Stock"
"FCFS","FirstCash, Inc. - Common Stock"
"FCN","FTI Consulting, Inc. Common Stock"
"FCNCA","First Citizens BancShares, Inc. - Class A Common Stock"
"FCNCP","First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A"
"FCO","Aberdeen Global Income Fund, Inc. Common Stock"
"FCPT","Four Corners Property Trust, Inc. Common Stock"
"FCRD","First Eagle Alternative Capital BDC, Inc. - Common Stock"
"FCRW","First Eagle Alternative Capital BDC, Inc. 6.125% Notes Due 2023"
"FCRZ","First Eagle Alternative Capital BDC, Inc. 6.75% Notes due 2022"
"FCT","First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest"
"FCX","Freeport-McMoRan, Inc. Common Stock"
"FDBC","Fidelity D & D Bancorp, Inc. - Common Stock"
"FDEU","First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest"
"FDMT","4D Molecular Therapeutics, Inc. - Common Stock"
"FDP","Fresh Del Monte Produce, Inc. Common Stock"
"FDS","FactSet Research Systems Inc. Common Stock"
"FDUS","Fidus Investment Corporation - Common Stock"
"FDUSG","Fidus Investment Corporation - 5.375% Notes Due 2024"
"FDUSZ","Fidus Investment Corporation - 6% Notes due 2024"
"FDX","FedEx Corporation Common Stock"
"FE","FirstEnergy Corp. Common Stock"
"FEDU","Four Seasons Education (Cayman) Inc. American Depositary Shares, each two ADSs representing one ordinary share"
"FEI","First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest"
"FEIM","Frequency Electronics, Inc. - Common Stock"
"FELE","Franklin Electric Co., Inc. - Common Stock"
"FEN","First Trust Energy Income and Growth Fund"
"FENC","Fennec Pharmaceuticals Inc. - Common Stock"
"FENG","Phoenix New Media Limited American Depositary Shares, each representing 8 Class A ordinary shares."
"FEO","First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest"
"FERG","Ferguson plc Ordinary Shares"
"FET","Forum Energy Technologies, Inc. Common Stock"
"FEUL","Credit Suisse FI Enhanced Europe 50 ETNs"
"FEYE","FireEye, Inc. - Common Stock"
"FF","FutureFuel Corp.  Common shares"
"FFA","First Trust Enhanced Equity Income Fund"
"FFBC","First Financial Bancorp. - Common Stock"
"FFBW","FFBW, Inc. - Common Stock"
"FFC","Flaherty & Crumrine Preferred and Income Securities Fund Incorporated"
"FFG","FBL Financial Group, Inc. Common Stock"
"FFHL","Fuwei Films (Holdings) Co., Ltd. - ORDINARY SHARES"
"FFIC","Flushing Financial Corporation - Common Stock"
"FFIN","First Financial Bankshares, Inc. - Common Stock"
"FFIV","F5 Networks, Inc. - Common Stock"
"FFNW","First Financial Northwest, Inc. - Common Stock"
"FFWM","First Foundation Inc. - Common Stock"
"FGB","First Trust Specialty Finance and Financial Opportunities Fund"
"FGBI","First Guaranty Bancshares, Inc. - Common Stock"
"FGBIP","First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock"
"FGEN","FibroGen, Inc - Common Stock"
"FGF","FG Financial Group, Inc.  - Common Stock"
"FGFPP","FG Financial Group, Inc.  - 8.00% Cumulative Series A Preferred Stock"
"FGNA","FG New America Acquisition Corp. Class A Common Stock"
"FHB","First Hawaiian, Inc. - Common Stock"
"FHI","Federated Hermes, Inc. Common Stock"
"FHN","First Horizon Corporation Common Stock"
"FHS","First High-School Education Group Co., Ltd. American Depositary Shares"
"FHTX","Foghorn Therapeutics Inc. - Common Stock"
"FI","Frank's International N.V. Common Stock"
"FIBK","First Interstate BancSystem, Inc. - Class A Common Stock"
"FICO","Fair Isaac Corproation Common Stock"
"FIEE","UBS AG FI Enhanced Europe 50 ETN due February 12, 2026"
"FIF","First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest"
"FIHD","UBS AG UBS AG FI Enhanced Global High Yield ETN due March 3, 2026"
"FIII","Forum Merger III Corporation - Class A Common Stock"
"FINM","Marlin Technology Corporation - Class A Ordinary Share"
"FINS","Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest"
"FINV","FinVolution Group American Depositary Shares"
"FIS","Fidelity National Information Services, Inc. Common Stock"
"FISI","Financial Institutions, Inc. - Common Stock"
"FISK","Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests"
"FISV","Fiserv, Inc. - Common Stock"
"FITB","Fifth Third Bancorp - Common Stock"
"FITBI","Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I"
"FITBO","Fifth Third Bancorp - Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K"
"FITBP","Fifth Third Bancorp - Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A"
"FIV","First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial Interest"
"FIVE","Five Below, Inc. - Common Stock"
"FIVN","Five9, Inc. - Common Stock"
"FIX","Comfort Systems USA, Inc. Common Stock"
"FIXX","Homology Medicines, Inc. - Common Stock"
"FIZZ","National Beverage Corp. - Common Stock"
"FKWL","Franklin Wireless Corp. - common stock"
"FL","Foot Locker, Inc."
"FLAC","Frazier Lifesciences Acquisition Corporation - Class A Ordinary Shares"
"FLC","Flaherty & Crumrine Total Return Fund Inc Common Stock"
"FLDM","Fluidigm Corporation - Common Stock"
"FLEX","Flex Ltd. - Ordinary Shares"
"FLGC","Flora Growth Corp. - Common Stock"
"FLGE","Credit Suisse FI Large Cap Growth Enhanced ETN"
"FLGT","Fulgent Genetics, Inc. - Common Stock"
"FLIC","The First of Long Island Corporation - Common Stock"
"FLIR","FLIR Systems, Inc. - Common Stock"
"FLL","Full House Resorts, Inc. - Common Stock"
"FLME","Flame Acquisition Corp. Class A Common Stock"
"FLMN","Falcon Minerals Corporation - Class A Common Stock"
"FLNG","FLEX LNG Ltd. Ordinary Shares"
"FLNT","Fluent, Inc. - Common Stock"
"FLO","Flowers Foods, Inc. Common Stock"
"FLOW","SPX FLOW, Inc. Common Stock"
"FLR","Fluor Corporation Common Stock"
"FLS","Flowserve Corporation Common Stock"
"FLT","FleetCor Technologies, Inc. Common Stock"
"FLUX","Flux Power Holdings, Inc. - Common Stock"
"FLWS","1-800-FLOWERS.COM, Inc. - Class A Common Stock"
"FLXN","Flexion Therapeutics, Inc. - Common Stock"
"FLXS","Flexsteel Industries, Inc. - Common Stock"
"FLY","Fly Leasing Limited"
"FMAC","FirstMark Horizon Acquisition Corp. Class A Common Stock"
"FMAO","Farmers & Merchants Bancorp, Inc. - Common Stock"
"FMBH","First Mid Bancshares, Inc. - Common Stock"
"FMBI","First Midwest Bancorp, Inc. - Common Stock"
"FMBIO","First Midwest Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series C"
"FMBIP","First Midwest Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A"
